_id,stockTicker,stockName,currentPrice,marketCap,sector
1998,MOMO,Momo Inc.,31.01,4334843369.64,Technology
1999,MCRI,"Monarch Casino & Resort, Inc.",45.55,806258367.15,Consumer Services
2000,MDLZ,"Mondelez International, Inc.",45.87,68547604990.26,Consumer Non-Durables
2001,MGI,"Moneygram International, Inc.",12.13,657826032.9,Miscellaneous
2002,MDB,"MongoDB, Inc.",27.45,1388466951.3,Technology
2003,MPWR,"Monolithic Power Systems, Inc.",120.19,4989917773.47,Technology
2004,TYPE,Monotype Imaging Holdings Inc.,24.65,1028751974,Technology
2005,MNRO,"Monro, Inc. ",55.85,1830319606.85,Consumer Services
2006,MRCC,Monroe Capital Corporation,13.98,282954598.86,n/a
2007,MNST,Monster Beverage Corporation,67.93,38310026969,Consumer Non-Durables
2008,MORN,"Morningstar, Inc.",96.56,4106668701.04,Finance
2009,MOSY,"MoSys, Inc.",1.16,9358456.6,Technology
2010,MTFB,Motif Bio plc,10.66,13374888.8,Health Care
2011,MTFBW,Motif Bio plc,4.7812,0,Health Care
2012,MPAA,"Motorcar Parts of America, Inc.",26.56,506488416.64,Capital Goods
2013,MPVD,Mountain Province Diamonds Inc.,2.75,440697127.75,Basic Industries
2014,MOXC,"Moxian, Inc.",3.41,228494548.59,Technology
2015,MSBF,MSB Financial Corp.,17.9,103258512.8,Finance
2016,MTECU,MTech Acquisition Corp.,10.05,0,n/a
2017,MTGE,MTGE Investment Corp.,17.1,783140447.7,Consumer Services
2018,MTGEP,MTGE Investment Corp.,25.5041,51008200,Consumer Services
2019,MTSC,MTS Systems Corporation,52.05,926182696.8,Capital Goods
2020,LABL,Multi-Color Corporation,75.65,1546331541.3,Miscellaneous
2021,MBIO,"Mustang Bio, Inc.",11.83,310326204.37,Health Care
2022,MFSF,MutualFirst Financial Inc.,38.3,283013790.2,Finance
2023,MVBF,MVB Financial Corp.,19.38,202416871.26,Finance
2024,MYSZ,"My Size, Inc.",1.82,40474515.9,Technology
2025,MYL,Mylan N.V.,43.05,23093583705.15,Health Care
2026,MYND,"MYnd Analytics, Inc.",3.11,13561344.71,Health Care
2027,MYNDW,"MYnd Analytics, Inc.",0.37,0,Health Care
2028,MYOK,"MyoKardia, Inc.",54.05,1931802995.8,Health Care
2029,MYOS,MYOS RENS Technology Inc.,1.43,9072451.96,Health Care
2030,MYRG,"MYR Group, Inc.",34.32,564976629.36,Basic Industries
2031,MYGN,"Myriad Genetics, Inc.",37.65,2606915630.55,Health Care
2032,NBRV,Nabriva Therapeutics plc,6.28,230422557.2,Health Care
2033,NAKD,Naked Brand Group Inc.,1.45,14996176.95,Consumer Non-Durables
2034,NNDM,Nano Dimension Ltd.,3.26,7961249.26,Technology
2035,NANO,Nanometrics Incorporated,25,639866050,Capital Goods
2036,NSTG,"NanoString Technologies, Inc.",7.24,183771754.36,Health Care
2037,NAOV,"NanoVibronix, Inc.",4.68,17665858.08,Health Care
2038,NH,"NantHealth, Inc.",3.3,357487904.4,Technology
2039,NK,"NantKwest, Inc.",4.28,340067994.92,Health Care
2040,NSSC,"NAPCO Security Technologies, Inc.",9.5,179063999,Consumer Durables
2041,NDAQ,"Nasdaq, Inc.",81.37,13525831834.01,Finance
2042,NTRA,"Natera, Inc.",10.54,566725038.66,Health Care
2043,NATH,"Nathan&#39;s Famous, Inc.",71.55,299404480.95,Consumer Services
2044,NAUH,"National American University Holdings, Inc.",1.1601,28202590.1682,Consumer Services
2045,NKSH,"National Bankshares, Inc.",43.8,304759261.2,Finance
2046,FIZZ,National Beverage Corp.,110.35,5142392762.5,Consumer Non-Durables
2047,NCMI,"National CineMedia, Inc.",6.85,537735055.8,Consumer Services
2048,NCOM,National Commerce Corporation,45.8,786731973.2,Finance
2049,NESR,National Energy Services Reunited Corp.,9.95,285088643.75,Finance
2050,NESRW,National Energy Services Reunited Corp.,1.02,0,Finance
2051,NGHC,National General Holdings Corp,19.99,2132348652.32,Finance
2052,NGHCN,National General Holdings Corp,23.85,0,Finance
2053,NGHCO,National General Holdings Corp,23.65,0,Finance
2054,NGHCP,National General Holdings Corp,23.88,52536000,Finance
2055,NGHCZ,National General Holdings Corp,24.5794,0,Finance
2056,NHLD,National Holdings Corporation,3.61,44900876.76,Finance
2057,NHLDW,National Holdings Corporation,1.5,0,Finance
2058,NATI,National Instruments Corporation,50.23,6567322455.06,Technology
2059,NRCIA,National Research Corporation,37.3,913216981.7,Health Care
2060,NRCIB,National Research Corporation,56.8883,1392797898.6607,Health Care
2061,NSEC,"National Security Group, Inc.",16.05,40483107.6,Finance
2062,EYE,"National Vision Holdings, Inc.",39.34,2936881750.88,Health Care
2063,NWLI,"National Western Life Group, Inc.",324.01,1178154145.66,Finance
2064,NAII,"Natural Alternatives International, Inc.",11.2,83205024,Consumer Durables
2065,NHTC,Natural Health Trends Corp.,16.19,183625199.1,Consumer Durables
2066,NATR,"Nature&#39;s Sunshine Products, Inc.",12.1,228712965.8,Health Care
2067,BABY,Natus Medical Incorporated,30.85,961105558.35,Health Care
2068,JSM,Navient Corporation,21.9,0,Finance
2069,NAVI,Navient Corporation,14.53,3821567309.59,Finance
2070,NBTB,NBT Bancorp Inc.,37.47,1631356607.31,Finance
2071,NCSM,"NCS Multistage Holdings, Inc.",16.82,738593717.52,Energy
2072,NEBUU,Nebula Acquisition Corporation,10.06,0,Finance
2073,NKTR,Nektar Therapeutics,88.74,13973683964.22,Health Care
2074,NMRD,Nemaura Medical Inc.,6.2124,1273542000,Health Care
2075,NEOG,Neogen Corporation,59.18,3048164553.06,Health Care
2076,NEO,"NeoGenomics, Inc.",7.8,627194544.6,Health Care
2077,NEON,Neonode Inc.,0.58,33984811.74,Capital Goods
2078,NEOS,"Neos Therapeutics, Inc.",10,289969560,Health Care
2079,NVCN,Neovasc Inc.,0.5199,52531000.1415,Health Care
2080,NEPT,Neptune Technologies & Bioresources Inc,3.29,258699849.17,Health Care
2081,UEPS,"Net 1 UEPS Technologies, Inc.",12.23,696225722.08,Finance
2082,NETE,"Net Element, Inc.",6.61,23194807.28,Technology
2083,NTAP,"NetApp, Inc.",62.16,16583777728.56,Technology
2084,NTES,"NetEase, Inc.",316.06,23976655473.28,Miscellaneous
2085,NFLX,"Netflix, Inc.",265.07,115026718557.27,Consumer Services
2086,NTGR,"NETGEAR, Inc.",68.55,2157262947.45,Public Utilities
2087,NLST,"Netlist, Inc.",0.3158,22238524.2068,Technology
2088,NTCT,"NetScout Systems, Inc.",28.425,2476981191.075,Technology
2089,NTWK,NetSol Technologies Inc.,4.825,54682347.425,Technology
2090,CUR,"Neuralstem, Inc.",1.79,27111388.33,Health Care
2091,NBIX,"Neurocrine Biosciences, Inc.",86.02,7612171730.9,Health Care
2092,NURO,"NeuroMetrix, Inc.",1.55,3635554.45,Health Care
2093,NUROW,"NeuroMetrix, Inc.",0.0886,0,Health Care
2094,NTRP,"Neurotrope, Inc.",7.18,56692267.62,Health Care
2095,NBEV,New Age Beverages Corporation,3.81,131884136.79,Consumer Non-Durables
2096,NYMT,"New York Mortgage Trust, Inc.",5.63,629738149.49,Consumer Services
2097,NYMTN,"New York Mortgage Trust, Inc.",24.42,0,Consumer Services
2098,NYMTO,"New York Mortgage Trust, Inc.",24.398,0,Consumer Services
2099,NYMTP,"New York Mortgage Trust, Inc.",24.152,0,Finance
2100,NEWA,"Newater Technology, Inc.",10.44,110653560,Basic Industries
2101,NLNK,NewLink Genetics Corporation,8.56,317380481.04,Health Care
2102,NMRK,"Newmark Group, Inc.",16.66,2522887691.1,Finance
2103,NWS,News Corporation,17.15,9991964247.3,Consumer Services
2104,NWSA,News Corporation,16.82,9799699046.04,Consumer Services
2105,NEWT,Newtek Business Services Corp.,17.36,312553727.92,n/a
2106,NEWTL,Newtek Business Services Corp.,25.45,0,n/a
2107,NEWTZ,Newtek Business Services Corp.,25.99,0,n/a
2108,NXEO,"Nexeo Solutions, Inc.",9.45,848055370.05,Consumer Durables
2109,NXEOU,"Nexeo Solutions, Inc.",10.23,0,Consumer Durables
2110,NXEOW,"Nexeo Solutions, Inc.",0.69,0,Consumer Durables
2111,NXST,"Nexstar Media Group, Inc.",76.2,3472138877.4,Consumer Services
2112,NEXT,NextDecade Corporation,7,743921689,Public Utilities
2113,NEXTW,NextDecade Corporation,0.5,0,Public Utilities
2114,NFEC,NF Energy Saving Corporation,1.02,7214754.78,Capital Goods
2115,NODK,"NI Holdings, Inc.",16.76,373971394.04,Finance
2116,EGOV,NIC Inc.,13.3,881380120.6,Miscellaneous
2117,NICE,NICE Ltd,90.99,3666273536.52,Technology
2118,NICK,"Nicholas Financial, Inc.",9.15,72132862.95,Finance
2119,NCBS,Nicolet Bankshares Inc.,55.38,543720840,Finance
2120,NITE,Nightstar Therapeutics plc,14.61,78309600,Health Care
2121,NIHD,"NII Holdings, Inc.",0.6436,64669982.8604,Public Utilities
2122,NMIH,NMI Holdings Inc,18.9,1134626421.6,Finance
2123,NNBR,"NN, Inc.",29,799628513,Capital Goods
2124,NDLS,Noodles & Company,5.85,240545190.6,Consumer Services
2125,NDSN,Nordson Corporation,144.22,8337345508.64,Capital Goods
2126,NSYS,Nortech Systems Incorporated,3.66,10025658.66,Capital Goods
2127,NBN,Northeast Bancorp,22.3,199080752.4,Finance
2128,NTIC,Northern Technologies International Corporation,23.75,107763440,Capital Goods
2129,NTRS,Northern Trust Corporation,106.78,24284028047.84,Finance
2130,NTRSP,Northern Trust Corporation,26.06,416960000,Finance
2131,NFBK,"Northfield Bancorp, Inc.",16.89,825580024.68,Finance
2132,NRIM,Northrim BanCorp Inc,32.8,224789355.2,Finance
2133,NWBI,"Northwest Bancshares, Inc.",17.02,1746599633.5,Finance
2134,NWPX,Northwest Pipe Company,19.39,186527049.45,Basic Industries
2135,NCLH,Norwegian Cruise Line Holdings Ltd.,60.59,13842629518.7,Consumer Services
2136,NWFL,Norwood Financial Corp.,31.97,199922956.35,Finance
2137,NVFY,"Nova Lifestyle, Inc",2.27,62160880.96,Consumer Durables
2138,NVMI,Nova Measuring Instruments Ltd.,26.2,720254741.8,Capital Goods
2139,NOVN,"Novan, Inc.",3.26,84729545.08,Health Care
2140,NOVT,Novanta Inc.,57.9,2002884790.2,Miscellaneous
2141,NVAX,"Novavax, Inc.",2.03,762058013.08,Health Care
2142,NVLN,Novelion Therapeutics Inc. ,5.15,95574070.8,Health Care
2143,NVCR,NovoCure Limited,22.15,1979408945.25,Health Care
2144,NVMM,"Novume Solutions, Inc.",3.87,55374994.08,Consumer Durables
2145,NVUS,"Novus Therapeutics, Inc.",3.72,26357740.08,Health Care
2146,NUAN,"Nuance Communications, Inc.",17.7,5194328588.4,Technology
2147,NCNA,NuCana plc,24.25,186615996.25,Health Care
2148,NTNX,"Nutanix, Inc.",32.11,5151254038.97,Technology
2149,NTRI,NutriSystem Inc,43.2,1297703462.4,Consumer Services
2150,NUVA,"NuVasive, Inc.",48.5,2471946448,Health Care
2151,NVTR,Nuvectra Corporation,8.83,95224168.12,Health Care
2152,QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,25.04,916747327.6,n/a
2153,NVEE,"NV5 Global, Inc.",48.8,526336987.2,Consumer Services
2154,NVEC,NVE Corporation,84.83,410747708.3,Technology
2155,NVDA,NVIDIA Corporation,240.5,145743000000,Technology
2156,NXPI,NXP Semiconductors N.V.,121.3,41124318015.1,Technology
2157,NXTM,"NxStage Medical, Inc.",25.14,1665078161.64,Health Care
2158,NXTD,NXT-ID Inc.,2.19,49727471.52,Consumer Services
2159,NXTDW,NXT-ID Inc.,0.494,0,Consumer Services
2160,NYMX,Nymox Pharmaceutical Corporation,3.5,190407511,Health Care
2161,OIIM,O2Micro International Limited,1.52,50727707.84,Technology
2162,OVLY,Oak Valley Bancorp (CA),21.32,172662258.6,Finance
2163,OCSL,Oaktree Specialty Lending Corporation,5.02,707622468.02,n/a
2164,OCSLL,Oaktree Specialty Lending Corporation,24.66,0,n/a
2165,OCSI,Oaktree Strategic Income Corporation,8.28,243984839.04,n/a
2166,OASM,Oasmia Pharmaceutical AB,1.5324,1323441.936,Health Care
2167,OBLN,"Obalon Therapeutics, Inc.",4.3,74999813.1,Health Care
2168,OBSV,ObsEva SA,12.0399,447056681.3538,Health Care
2169,OBCI,"Ocean Bio-Chem, Inc.",4.1242,38085254.836,Consumer Durables
2170,OPTT,"Ocean Power Technologies, Inc.",1.17,21368737.26,Public Utilities
2171,ORIG,Ocean Rig UDW Inc.,27.4,2508633906.8,Energy
2172,OCFC,OceanFirst Financial Corp.,26.66,868648703.52,Finance
2173,OCLR,"Oclaro, Inc.",6.21,1048135909.5,Technology
2174,OFED,Oconee Federal Financial Corp.,28.701,165206601.027,Finance
2175,OCUL,"Ocular Therapeutix, Inc.",5.48,162526946.96,Health Care
2176,ODT,"Odonate Therapeutics, Inc.",19.65,528395495.4,Health Care
2177,OMEX,"Odyssey Marine Exploration, Inc.",3.78,31709743.38,Consumer Services
2178,ODP,"Office Depot, Inc.",3.32,1857932762.64,Consumer Services
2179,OFS,OFS Capital Corporation,11.69,155884408.19,n/a
2180,OHAI,OHA Investment Corporation,1.17,23601698.64,n/a
2181,OVBC,Ohio Valley Banc Corp.,41.7,195667492.2,Finance
2182,OHRP,"Ohr Pharmaceuticals, Inc.",0.3149,17696255.1772,Health Care
2183,OKTA,"Okta, Inc.",29.86,3043456253.68,Technology
2184,ODFL,"Old Dominion Freight Line, Inc.",147.25,12129857901.25,Transportation
2185,OLBK,"Old Line Bancshares, Inc.",31.96,399766290.72,Finance
2186,ONB,Old National Bancorp,17.45,2653098000,Finance
2187,OPOF,Old Point Financial Corporation,29.4,147549133.2,Finance
2188,OSBC,"Old Second Bancorp, Inc.",14.4,426630038.4,Finance
2189,OSBCP,"Old Second Bancorp, Inc.",10.492,0,Finance
2190,OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",55.25,3406550962.75,Consumer Services
2191,ZEUS,"Olympic Steel, Inc.",23.61,259037610.81,Basic Industries
2192,OFLX,"Omega Flex, Inc.",62.43,630032447.46,Capital Goods
2193,OMER,Omeros Corporation,16.17,776220960.9,Health Care
2194,OMNT,"Ominto, Inc.",3.47,59969761.44,Miscellaneous
2195,OMCL,"Omnicell, Inc.",48.9,1855044091.8,Technology
2196,ON,ON Semiconductor Corporation,24.32,10315625920,Technology
2197,OTIV,On Track Innovations Ltd,1.14,46893190.92,Technology
2198,ONS,"Oncobiologics, Inc.",1.14,29105028.78,Health Care
2199,ONSIW,"Oncobiologics, Inc.",0.048,0,Health Care
2200,ONSIZ,"Oncobiologics, Inc.",0.03,0,Health Care
2201,OMED,"OncoMed Pharmaceuticals, Inc.",2.42,91612671.92,Health Care
2202,ONTX,"Onconova Therapeutics, Inc.",1.3617,13414328.6571,Health Care
2203,ONTXW,"Onconova Therapeutics, Inc.",0.8,0,Health Care
2204,ONCS,OncoSec Medical Incorporated,1.58,56118008.66,Health Care
2205,OHGI,"One Horizon Group, Inc.",2.43,72276148.53,Public Utilities
2206,OSS,"One Stop Systems, Inc.",4.88,0,n/a
2207,OTEX,Open Text Corporation,38.6,10253144879,Technology
2208,OPGN,"OpGen, Inc.",3.65,329573.1,Health Care
2209,OPGNW,"OpGen, Inc.",0.4148,0,Health Care
2210,OPHT,Ophthotech Corporation,2.86,103070633.38,Health Care
2211,OPNT,"Opiant Pharmaceuticals, Inc.",20.9,43218859.2,Basic Industries
2212,OPK,"Opko Health, Inc.",4.45,2489351987.45,Health Care
2213,OBAS,Optibase Ltd.,8.2499,42836459.0139,Finance
2214,OCC,Optical Cable Corporation,2.3571,17220944.3148,Basic Industries
2215,OPHC,"OptimumBank Holdings, Inc.",4.78,5274476.66,Finance
2216,OPTN,"OptiNose, Inc.",18.74,708703941.62,Health Care
2217,OPB,Opus Bank,28.05,1007118728.55,n/a
2218,ORMP,Oramed Pharmaceuticals Inc.,7.86,112955509.8,Health Care
2219,OSUR,"OraSure Technologies, Inc.",21.9,1328198295.6,Health Care
2220,ORBC,ORBCOMM Inc.,11.55,858084323.25,Consumer Services
2221,ORBK,Orbotech Ltd.,53.74,2579520000,Capital Goods
2222,ORLY,"O&#39;Reilly Automotive, Inc.",262.38,22309567138.86,Consumer Services
2223,OREX,"Orexigen Therapeutics, Inc.",1.08,20238226.92,Health Care
2224,ONVO,"Organovo Holdings, Inc.",1.45,155039176.5,Health Care
2225,SEED,Origin Agritech Limited,1.101,25815225.171,Consumer Non-Durables
2226,OACQ,Origo Acquisition Corporation,10.7,31860651.7,Consumer Services
2227,OACQR,Origo Acquisition Corporation,0.47,0,Consumer Services
2228,OACQU,Origo Acquisition Corporation,11.01,0,Consumer Services
2229,OACQW,Origo Acquisition Corporation,0.37,0,Consumer Services
2230,OESX,"Orion Energy Systems, Inc.",0.776,22434212.768,Consumer Durables
2231,ORIT,Oritani Financial Corp.,16.85,779815725.25,Finance
2232,ORRF,Orrstown Financial Services Inc,25.6,213709721.6,Finance
2233,OFIX,Orthofix International N.V.,57.67,1051401031.78,Health Care
2234,KIDS,OrthoPediatrics Corp.,17.7,224754440.7,Health Care
2235,OSIS,"OSI Systems, Inc.",66.6,1263298770,Technology
2236,OSPR,Osprey Energy Acquisition Corp.,9.75,0,Finance
2237,OSPRU,Osprey Energy Acquisition Corp.,10.1,0,Finance
2238,OSPRW,Osprey Energy Acquisition Corp.,0.76,0,Finance
2239,OSN,"Ossen Innovation Co., Ltd.",3.95,7834967.2,Basic Industries
2240,OTEL,Otelco Inc.,14.3,47857652.7,Public Utilities
2241,OTIC,"Otonomy, Inc.",5.8,175955290.2,Health Care
2242,OTTW,"Ottawa Bancorp, Inc.",14.24,49404284.48,Finance
2243,OTTR,Otter Tail Corporation,42.35,1675259743.85,Public Utilities
2244,OVAS,OvaScience Inc.,1.03,36776893.66,Health Care
2245,OSTK,"Overstock.com, Inc.",66.65,1915821991.4,Consumer Services
2246,OVID,Ovid Therapeutics Inc.,8.83,217247059.53,Health Care
2247,OXBR,Oxbridge Re Holdings Limited,2.6,14907326.2,Finance
2248,OXBRW,Oxbridge Re Holdings Limited,0.1,0,Finance
2249,OXFD,Oxford Immunotec Global PLC,11.75,301444393.5,Health Care
2250,OXLC,Oxford Lane Capital Corp.,10.27,258931758.8,n/a
2251,OXLCM,Oxford Lane Capital Corp.,25.5,0,n/a
2252,OXLCO,Oxford Lane Capital Corp.,25.37,0,n/a
2253,PFIN,"P & F Industries, Inc.",7.6845,27693954.384,Technology
2254,PTSI,"P.A.M. Transportation Services, Inc.",38.4,242036544,Transportation
2255,PCAR,PACCAR Inc.,74.72,26272312276,Capital Goods
2256,PACB,"Pacific Biosciences of California, Inc.",2.82,327824937.96,Capital Goods
2257,PEIX,"Pacific Ethanol, Inc.",4.15,182482434.65,Basic Industries
2258,PMBC,Pacific Mercantile Bancorp,8.8,204068040,Finance
2259,PPBI,Pacific Premier Bancorp Inc,41.8,1931977566.2,Finance
2260,PCRX,"Pacira Pharmaceuticals, Inc.",38.95,1580201577.9,Health Care
2261,PACW,PacWest Bancorp,53.4,6877005685.2,Finance
2262,PTIE,"Pain Therapeutics, Inc.",6.51,42936763.59,Health Care
2263,PAAS,Pan American Silver Corp.,16.36,2508036687.36,Basic Industries
2264,PANL,Pangaea Logistics Solutions Ltd.,2.42,105984340.44,Transportation
2265,PZZA,"Papa John&#39;s International, Inc.",63.71,2232529451.47,Consumer Services
2266,FRSH,"Papa Murphy&#39;s Holdings, Inc.",5.19,88050742.59,Consumer Services
2267,PRTK,"Paratek Pharmaceuticals, Inc. ",15.15,424847920.05,Health Care
2268,PCYG,"Park City Group, Inc.",8.95,174047383.25,Technology
2269,PKBK,"Parke Bancorp, Inc.",20.4,156509065.2,Finance
2270,PRKR,"ParkerVision, Inc.",1.05,20680777.95,Technology
2271,PKOH,Park-Ohio Holdings Corp.,43.7,547586171.2,Capital Goods
2272,PTNR,Partner Communications Company Ltd.,5.67,32228722.26,Public Utilities
2273,PBHC,"Pathfinder Bancorp, Inc.",15.5501,66549762.97,Finance
2274,PATK,"Patrick Industries, Inc.",63.85,1611114535.4,Basic Industries
2275,PNBK,Patriot National Bancorp Inc.,17.85,69538602,Finance
2276,PATI,"Patriot Transportation Holding, Inc.",19.55,64589329.1,Transportation
2277,PEGI,Pattern Energy Group Inc.,20.47,2006494434.81,Public Utilities
2278,PDCO,"Patterson Companies, Inc.",35.66,3381423840,Health Care
2279,PTEN,"Patterson-UTI Energy, Inc.",24.56,5463232425.52,Energy
2280,PAVM,PAVmed Inc.,1.7,29241788.4,Health Care
2281,PAVMW,PAVmed Inc.,0.6,0,Health Care
2282,PAYX,"Paychex, Inc.",67.03,24076201517.86,Consumer Services
2283,PCTY,Paylocity Holding Corporation,51.46,2702516071.8,Technology
2284,PYDS,"Payment Data Systems, Inc.",1.86,28891443.24,Finance
2285,PYPL,"PayPal Holdings, Inc.",78.4,94229768617.6,Miscellaneous
2286,PBBI,"PB Bancorp, Inc.",10.5,81603574.5,Finance
2287,CNXN,"PC Connection, Inc.",27.24,730457870.16,Consumer Services
2288,PCMI,"PCM, Inc.",8.55,100723052.7,Consumer Services
2289,PCSB,PCSB Financial Corporation,20.14,365845315.4,Finance
2290,PCTI,"PC-Tel, Inc.",7.19,127460703.43,Technology
2291,PDCE,"PDC Energy, Inc.",52.61,3465567481.9,Energy
2292,PDFS,"PDF Solutions, Inc.",13.6,434487115.2,Technology
2293,PDLI,"PDL BioPharma, Inc.",2.79,430605232.47,Health Care
2294,PDLB,PDL Community Bancorp,15.1,278791722.8,Finance
2295,PDVW,"pdvWireless, Inc.",35.65,514714878.25,Public Utilities
2296,SKIS,"Peak Resorts, Inc.",5.525,77252760,Consumer Services
2297,PGC,Peapack-Gladstone Financial Corporation,35.99,670120627.66,Finance
2298,PEGA,Pegasystems Inc.,51.55,4013680834.9,Technology
2299,PENN,"Penn National Gaming, Inc.",32.24,2939083513.6,Consumer Services
2300,PVAC,Penn Virginia Corporation,42.94,644283353.8,Energy
2301,PFLT,PennantPark Floating Rate Capital Ltd.,13.81,531409821.94,n/a
2302,PNNT,PennantPark Investment Corporation,6.81,483924293.16,n/a
2303,PWOD,"Penns Woods Bancorp, Inc.",42.18,197771011.02,Finance
2304,WRLS,Pensare Acquisition Corp.,9.7,376481250,Finance
2305,WRLSR,Pensare Acquisition Corp.,0.52,0,Finance
2306,WRLSU,Pensare Acquisition Corp.,10.45,0,Finance
2307,WRLSW,Pensare Acquisition Corp.,0.57,0,Finance
2308,PEBO,Peoples Bancorp Inc.,35.86,655788566.62,Finance
2309,PEBK,"Peoples Bancorp of North Carolina, Inc.",31.76,190409330.56,Finance
